"seqnames"	"start"	"end"	"width"	"strand"	"gene_id"	"gene_name"	"gene_biotype"	"seq_coord_system"	"symbol"	"entrezid"
"ENSG00000142513"	"chr19"	50790414	50790415	2	"+"	"ENSG00000142513"	"ACPT"	"protein_coding"	"chromosome"	"ACPT"	93650
"ENSG00000167747"	"chr19"	50804929	50804930	2	"-"	"ENSG00000167747"	"C19orf48"	"protein_coding"	"chromosome"	"C19orf48"	84798
"ENSG00000167748"	"chr19"	50823787	50823788	2	"-"	"ENSG00000167748"	"KLK1"	"protein_coding"	"chromosome"	"KLK1"	3816
"ENSG00000174562"	"chr19"	50837213	50837214	2	"-"	"ENSG00000174562"	"KLK15"	"protein_coding"	"chromosome"	"KLK15"	55554
"ENSG00000142515"	"chr19"	50854914	50854915	2	"+"	"ENSG00000142515"	"KLK3"	"protein_coding"	"chromosome"	"KLK3"	354
"ENSG00000167751"	"chr19"	50861567	50861568	2	"+"	"ENSG00000167751"	"KLK2"	"protein_coding"	"chromosome"	"KLK2"	3817
"ENSG00000167749"	"chr19"	50910738	50910739	2	"-"	"ENSG00000167749"	"KLK4"	"protein_coding"	"chromosome"	"KLK4"	9622
"ENSG00000167754"	"chr19"	50953093	50953094	2	"-"	"ENSG00000167754"	"KLK5"	"protein_coding"	"chromosome"	"KLK5"	25818
"ENSG00000167755"	"chr19"	50969673	50969674	2	"-"	"ENSG00000167755"	"KLK6"	"protein_coding"	"chromosome"	"KLK6"	5653
"ENSG00000169035"	"chr19"	50984099	50984100	2	"-"	"ENSG00000169035"	"KLK7"	"protein_coding"	"chromosome"	"KLK7"	5650
"ENSG00000129455"	"chr19"	51002711	51002712	2	"-"	"ENSG00000129455"	"KLK8"	"protein_coding"	"chromosome"	"KLK8"	11202
"ENSG00000269741"	"chr19"	51009581	51009582	2	"-"	"ENSG00000269741"	"CTC-518B2.8"	"protein_coding"	"chromosome"	"CTC-518B2.8"	.
"ENSG00000213022"	"chr19"	51009634	51009635	2	"-"	"ENSG00000213022"	"KLK9"	"protein_coding"	"chromosome"	"KLK9"	284366
"ENSG00000129451"	"chr19"	51020175	51020176	2	"-"	"ENSG00000129451"	"KLK10"	"protein_coding"	"chromosome"	"KLK10"	5655
"ENSG00000167757"	"chr19"	51028039	51028040	2	"-"	"ENSG00000167757"	"KLK11"	"protein_coding"	"chromosome"	"KLK11"	11012
"ENSG00000186474"	"chr19"	51035230	51035231	2	"-"	"ENSG00000186474"	"KLK12"	"protein_coding"	"chromosome"	"KLK12"	43849
"ENSG00000167759"	"chr19"	51065114	51065115	2	"-"	"ENSG00000167759"	"KLK13"	"protein_coding"	"chromosome"	"KLK13"	26085
"ENSG00000129437"	"chr19"	51084245	51084246	2	"-"	"ENSG00000129437"	"KLK14"	"protein_coding"	"chromosome"	"KLK14"	43847
"ENSG00000142544"	"chr19"	51108370	51108371	2	"-"	"ENSG00000142544"	"CTU1"	"protein_coding"	"chromosome"	"CTU1"	90353
"ENSG00000129450"	"chr19"	51124907	51124908	2	"+"	"ENSG00000129450"	"SIGLEC9"	"protein_coding"	"chromosome"	"SIGLEC9"	27180
"ENSG00000168995"	"chr19"	51142298	51142299	2	"+"	"ENSG00000168995"	"SIGLEC7"	"protein_coding"	"chromosome"	"SIGLEC7"	27036
"ENSG00000105383"	"chr19"	51225063	51225064	2	"+"	"ENSG00000105383"	"CD33"	"protein_coding"	"chromosome"	"CD33"	945
"ENSG00000179213"	"chr19"	51246347	51246348	2	"+"	"ENSG00000179213"	"SIGLECL1"	"protein_coding"	"chromosome"	"SIGLECL1"	284369
"ENSG00000142549"	"chr19"	51311847	51311848	2	"+"	"ENSG00000142549"	"IGLON5"	"protein_coding"	"chromosome"	"IGLON5"	402665
"ENSG00000186806"	"chr19"	51342124	51342125	2	"-"	"ENSG00000186806"	"VSIG10L"	"protein_coding"	"chromosome"	"VSIG10L"	147645
"ENSG00000105379"	"chr19"	51366418	51366419	2	"-"	"ENSG00000105379"	"ETFB"	"protein_coding"	"chromosome"	"ETFB"	2109
"ENSG00000269403"	"chr19"	51368099	51368100	2	"-"	"ENSG00000269403"	"CTD-2616J11.11"	"protein_coding"	"chromosome"	"CTD-2616J11.11"	.
"ENSG00000160318"	"chr19"	51369003	51369004	2	"-"	"ENSG00000160318"	"CLDND2"	"protein_coding"	"chromosome"	"CLDND2"	125875
"ENSG00000105374"	"chr19"	51372715	51372716	2	"-"	"ENSG00000105374"	"NKG7"	"protein_coding"	"chromosome"	"NKG7"	4818
"ENSG00000105370"	"chr19"	51387960	51387961	2	"-"	"ENSG00000105370"	"LIM2"	"protein_coding"	"chromosome"	"LIM2"	3982
"ENSG00000262874"	"chr19"	51390574	51390575	2	"-"	"ENSG00000262874"	"C19orf84"	"protein_coding"	"chromosome"	"C19orf84"	147646
"ENSG00000142512"	"chr19"	51417803	51417804	2	"-"	"ENSG00000142512"	"SIGLEC10"	"protein_coding"	"chromosome"	"SIGLEC10"	89790
"ENSG00000105366"	"chr19"	51458456	51458457	2	"-"	"ENSG00000105366"	"SIGLEC8"	"protein_coding"	"chromosome"	"SIGLEC8"	27181
"ENSG00000213822"	"chr19"	51478621	51478622	2	"+"	"ENSG00000213822"	"CEACAM18"	"protein_coding"	"chromosome"	"CEACAM18"	.
"ENSG00000254521"	"chr19"	51501789	51501790	2	"-"	"ENSG00000254521"	"SIGLEC12"	"protein_coding"	"chromosome"	"SIGLEC12"	89858
"ENSG00000105492"	"chr19"	51531856	51531857	2	"-"	"ENSG00000105492"	"SIGLEC6"	"protein_coding"	"chromosome"	"SIGLEC6"	946
"ENSG00000105497"	"chr19"	51571297	51571298	2	"+"	"ENSG00000105497"	"ZNF175"	"protein_coding"	"chromosome"	"ZNF175"	7728
"ENSG00000105501"	"chr19"	51645545	51645546	2	"-"	"ENSG00000105501"	"SIGLEC5"	"protein_coding"	"chromosome"	"SIGLEC5"	8778
"ENSG00000268500"	"chr19"	51646889	51646890	2	"-"	"ENSG00000268500"	"AC018755.18"	"protein_coding"	"chromosome"	"AC018755.18"	8778
"ENSG00000254415"	"chr19"	51646801	51646802	2	"-"	"ENSG00000254415"	"SIGLEC14"	"protein_coding"	"chromosome"	"SIGLEC14"	100049587
"ENSG00000182310"	"chr19"	51693339	51693340	2	"+"	"ENSG00000182310"	"SPACA6"	"protein_coding"	"chromosome"	"SPACA6"	147650
"ENSG00000105509"	"chr19"	51723994	51723995	2	"-"	"ENSG00000105509"	"HAS1"	"protein_coding"	"chromosome"	"HAS1"	3036
"ENSG00000171051"	"chr19"	51804110	51804111	2	"-"	"ENSG00000171051"	"FPR1"	"protein_coding"	"chromosome"	"FPR1"	2357
"ENSG00000171049"	"chr19"	51752025	51752026	2	"+"	"ENSG00000171049"	"FPR2"	"protein_coding"	"chromosome"	"FPR2"	2358
"ENSG00000187474"	"chr19"	51795162	51795163	2	"+"	"ENSG00000187474"	"FPR3"	"protein_coding"	"chromosome"	"FPR3"	2359
"ENSG00000161551"	"chr19"	51887976	51887977	2	"-"	"ENSG00000161551"	"ZNF577"	"protein_coding"	"chromosome"	"ZNF577"	84765
"ENSG00000283617"	"chr19"	51880382	51880383	2	"-"	"ENSG00000283617"	"AC074141.1"	"protein_coding"	"chromosome"	"AC074141.1"	84765
"ENSG00000198093"	"chr19"	51905040	51905041	2	"-"	"ENSG00000198093"	"ZNF649"	"protein_coding"	"chromosome"	"ZNF649"	65251
"ENSG00000176024"	"chr19"	51927146	51927147	2	"+"	"ENSG00000176024"	"ZNF613"	"protein_coding"	"chromosome"	"ZNF613"	79898
"ENSG00000256683"	"chr19"	51986856	51986857	2	"-"	"ENSG00000256683"	"ZNF350"	"protein_coding"	"chromosome"	"ZNF350"	59348
"ENSG00000197619"	"chr19"	52008230	52008231	2	"-"	"ENSG00000197619"	"ZNF615"	"protein_coding"	"chromosome"	"ZNF615"	284370
"ENSG00000142556"	"chr19"	52030240	52030241	2	"-"	"ENSG00000142556"	"ZNF614"	"protein_coding"	"chromosome"	"ZNF614"	80110
"ENSG00000256087"	"chr19"	52095738	52095739	2	"-"	"ENSG00000256087"	"ZNF432"	"protein_coding"	"chromosome"	"ZNF432"	9668
"ENSG00000197608"	"chr19"	52095765	52095766	2	"-"	"ENSG00000197608"	"ZNF841"	"protein_coding"	"chromosome"	"ZNF841"	284371
"ENSG00000204611"	"chr19"	52139922	52139923	2	"-"	"ENSG00000204611"	"ZNF616"	"protein_coding"	"chromosome"	"ZNF616"	90317
"ENSG00000196267"	"chr19"	52171643	52171644	2	"-"	"ENSG00000196267"	"ZNF836"	"protein_coding"	"chromosome"	"ZNF836"	162962
"ENSG00000105568"	"chr19"	52190038	52190039	2	"+"	"ENSG00000105568"	"PPP2R1A"	"protein_coding"	"chromosome"	"PPP2R1A"	5518
"ENSG00000196214"	"chr19"	52269570	52269571	2	"+"	"ENSG00000196214"	"ZNF766"	"protein_coding"	"chromosome"	"ZNF766"	90321
"ENSG00000198464"	"chr19"	52297176	52297177	2	"+"	"ENSG00000198464"	"ZNF480"	"protein_coding"	"chromosome"	"ZNF480"	147657
"ENSG00000167554"	"chr19"	52336244	52336245	2	"+"	"ENSG00000167554"	"ZNF610"	"protein_coding"	"chromosome"	"ZNF610"	162963
"ENSG00000221923"	"chr19"	52369916	52369917	2	"+"	"ENSG00000221923"	"ZNF880"	"protein_coding"	"chromosome"	"ZNF880"	400713
"ENSG00000167555"	"chr19"	52397848	52397849	2	"+"	"ENSG00000167555"	"ZNF528"	"protein_coding"	"chromosome"	"ZNF528"	84436
"ENSG00000198633"	"chr19"	52429186	52429187	2	"+"	"ENSG00000198633"	"ZNF534"	"protein_coding"	"chromosome"	"ZNF534"	147658
"ENSG00000258405"	"chr19"	52453575	52453576	2	"+"	"ENSG00000258405"	"ZNF578"	"protein_coding"	"chromosome"	"ZNF578"	147660
"ENSG00000198482"	"chr19"	52527651	52527652	2	"+"	"ENSG00000198482"	"ZNF808"	"protein_coding"	"chromosome"	"ZNF808"	388558
"ENSG00000167562"	"chr19"	52555821	52555822	2	"+"	"ENSG00000167562"	"ZNF701"	"protein_coding"	"chromosome"	"ZNF701"	55762
"ENSG00000167766"	"chr19"	52690496	52690497	2	"-"	"ENSG00000167766"	"ZNF83"	"protein_coding"	"chromosome"	"ZNF83"	55769
"ENSG00000213020"	"chr19"	52735073	52735074	2	"-"	"ENSG00000213020"	"ZNF611"	"protein_coding"	"chromosome"	"ZNF611"	81856
"ENSG00000189190"	"chr19"	52786791	52786792	2	"-"	"ENSG00000189190"	"ZNF600"	"protein_coding"	"chromosome"	"ZNF600"	162966
"ENSG00000198538"	"chr19"	52857600	52857601	2	"-"	"ENSG00000198538"	"ZNF28"	"protein_coding"	"chromosome"	"ZNF28"	7576
"ENSG00000204604"	"chr19"	52857649	52857650	2	"-"	"ENSG00000204604"	"ZNF468"	"protein_coding"	"chromosome"	"ZNF468"	90333
"ENSG00000182986"	"chr19"	52897693	52897694	2	"-"	"ENSG00000182986"	"ZNF320"	"protein_coding"	"chromosome"	"ZNF320"	162967
"ENSG00000283088"	"chr19"	52962768	52962769	2	"-"	"ENSG00000283088"	"CTD-2331H12.8"	"protein_coding"	"chromosome"	"CTD-2331H12.8"	.
"ENSG00000221874"	"chr19"	52962823	52962824	2	"-"	"ENSG00000221874"	"ZNF816-ZNF321P"	"protein_coding"	"chromosome"	"ZNF816-ZNF321P"	100529240
"ENSG00000180257"	"chr19"	52962911	52962912	2	"-"	"ENSG00000180257"	"ZNF816"	"protein_coding"	"chromosome"	"ZNF816"	125893
"ENSG00000269526"	"chr19"	53013920	53013921	2	"+"	"ENSG00000269526"	"ERVV-1"	"protein_coding"	"chromosome"	"ERVV-1"	147664
"ENSG00000268964"	"chr19"	53044737	53044738	2	"+"	"ENSG00000268964"	"ERVV-2"	"protein_coding"	"chromosome"	"ERVV-2"	100271846
"ENSG00000170949"	"chr19"	53103436	53103437	2	"-"	"ENSG00000170949"	"ZNF160"	"protein_coding"	"chromosome"	"ZNF160"	90338
"ENSG00000170954"	"chr19"	53133077	53133078	2	"-"	"ENSG00000170954"	"ZNF415"	"protein_coding"	"chromosome"	"ZNF415"	55786
"ENSG00000197937"	"chr19"	53159075	53159076	2	"-"	"ENSG00000197937"	"ZNF347"	"protein_coding"	"chromosome"	"ZNF347"	84671
"ENSG00000197497"	"chr19"	53193386	53193387	2	"-"	"ENSG00000197497"	"ZNF665"	"protein_coding"	"chromosome"	"ZNF665"	79788
"ENSG00000197928"	"chr19"	53254898	53254899	2	"-"	"ENSG00000197928"	"ZNF677"	"protein_coding"	"chromosome"	"ZNF677"	342926
"ENSG00000196131"	"chr19"	53258291	53258292	2	"+"	"ENSG00000196131"	"VN1R2"	"protein_coding"	"chromosome"	"VN1R2"	317701
"ENSG00000228567"	"chr19"	53267723	53267724	2	"-"	"ENSG00000228567"	"VN1R4"	"protein_coding"	"chromosome"	"VN1R4"	317703
"ENSG00000163098"	"chr19"	53291626	53291627	2	"-"	"ENSG00000163098"	"BIRC8"	"protein_coding"	"chromosome"	"BIRC8"	112401
"ENSG00000203326"	"chr19"	53330674	53330675	2	"+"	"ENSG00000203326"	"ZNF525"	"protein_coding"	"chromosome"	"ZNF525"	.
"ENSG00000213799"	"chr19"	53333748	53333749	2	"+"	"ENSG00000213799"	"ZNF845"	"protein_coding"	"chromosome"	"ZNF845"	91664
"ENSG00000196417"	"chr19"	53389792	53389793	2	"+"	"ENSG00000196417"	"ZNF765"	"protein_coding"	"chromosome"	"ZNF765"	91661
"ENSG00000160336"	"chr19"	53431992	53431993	2	"+"	"ENSG00000160336"	"ZNF761"	"protein_coding"	"chromosome"	"ZNF761"	388561
"ENSG00000198346"	"chr19"	53467734	53467735	2	"+"	"ENSG00000198346"	"ZNF813"	"protein_coding"	"chromosome"	"ZNF813"	126017
"ENSG00000130844"	"chr19"	53520980	53520981	2	"+"	"ENSG00000130844"	"ZNF331"	"protein_coding"	"chromosome"	"ZNF331"	55422
"ENSG00000204595"	"chr19"	53632055	53632056	2	"+"	"ENSG00000204595"	"DPRX"	"protein_coding"	"chromosome"	"DPRX"	503834
"ENSG00000142405"	"chr19"	53824394	53824395	2	"-"	"ENSG00000142405"	"NLRP12"	"protein_coding"	"chromosome"	"NLRP12"	91662
"ENSG00000179820"	"chr19"	53866222	53866223	2	"+"	"ENSG00000179820"	"MYADM"	"protein_coding"	"chromosome"	"MYADM"	91663
"ENSG00000126583"	"chr19"	53879189	53879190	2	"+"	"ENSG00000126583"	"PRKCG"	"protein_coding"	"chromosome"	"PRKCG"	5582
"ENSG00000105605"	"chr19"	53909334	53909335	2	"+"	"ENSG00000105605"	"CACNG7"	"protein_coding"	"chromosome"	"CACNG7"	59284
"ENSG00000142408"	"chr19"	53963039	53963040	2	"+"	"ENSG00000142408"	"CACNG8"	"protein_coding"	"chromosome"	"CACNG8"	c(100126325, 59283)
"ENSG00000130433"	"chr19"	53992287	53992288	2	"+"	"ENSG00000130433"	"CACNG6"	"protein_coding"	"chromosome"	"CACNG6"	59285
"ENSG00000189068"	"chr19"	54063953	54063954	2	"-"	"ENSG00000189068"	"VSTM1"	"protein_coding"	"chromosome"	"VSTM1"	284415
"ENSG00000248385"	"chr19"	54081365	54081366	2	"-"	"ENSG00000248385"	"TARM1"	"protein_coding"	"chromosome"	"TARM1"	441864
"ENSG00000170909"	"chr19"	54102692	54102693	2	"-"	"ENSG00000170909"	"OSCAR"	"protein_coding"	"chromosome"	"OSCAR"	126014
"ENSG00000170906"	"chr19"	54102727	54102728	2	"+"	"ENSG00000170906"	"NDUFA3"	"protein_coding"	"chromosome"	"NDUFA3"	4696
"ENSG00000105619"	"chr19"	54115675	54115676	2	"-"	"ENSG00000105619"	"TFPT"	"protein_coding"	"chromosome"	"TFPT"	29844
"ENSG00000105618"	"chr19"	54115409	54115410	2	"+"	"ENSG00000105618"	"PRPF31"	"protein_coding"	"chromosome"	"PRPF31"	26121
"ENSG00000088038"	"chr19"	54137727	54137728	2	"+"	"ENSG00000088038"	"CNOT3"	"protein_coding"	"chromosome"	"CNOT3"	4849
"ENSG00000105617"	"chr19"	54159882	54159883	2	"-"	"ENSG00000105617"	"LENG1"	"protein_coding"	"chromosome"	"LENG1"	79165
"ENSG00000167608"	"chr19"	54173250	54173251	2	"-"	"ENSG00000167608"	"TMC4"	"protein_coding"	"chromosome"	"TMC4"	147798
"ENSG00000125505"	"chr19"	54189882	54189883	2	"-"	"ENSG00000125505"	"MBOAT7"	"protein_coding"	"chromosome"	"MBOAT7"	79143
"ENSG00000170892"	"chr19"	54189937	54189938	2	"+"	"ENSG00000170892"	"TSEN34"	"protein_coding"	"chromosome"	"TSEN34"	79042
"ENSG00000170889"	"chr19"	54200741	54200742	2	"+"	"ENSG00000170889"	"RPS9"	"protein_coding"	"chromosome"	"RPS9"	6203
"ENSG00000204577"	"chr19"	54223506	54223507	2	"-"	"ENSG00000204577"	"LILRB3"	"protein_coding"	"chromosome"	"LILRB3"	c(107987462, 107987425, 102725035, 11025)
"ENSG00000244482"	"chr19"	54242791	54242792	2	"-"	"ENSG00000244482"	"LILRA6"	"protein_coding"	"chromosome"	"LILRA6"	79168
"ENSG00000105609"	"chr19"	54257301	54257302	2	"-"	"ENSG00000105609"	"LILRB5"	"protein_coding"	"chromosome"	"LILRB5"	10990
"ENSG00000131042"	"chr19"	54281184	54281185	2	"-"	"ENSG00000131042"	"LILRB2"	"protein_coding"	"chromosome"	"LILRB2"	10288
"ENSG00000187116"	"chr19"	54313139	54313140	2	"-"	"ENSG00000187116"	"LILRA5"	"protein_coding"	"chromosome"	"LILRA5"	353514
"ENSG00000239961"	"chr19"	54339150	54339151	2	"-"	"ENSG00000239961"	"LILRA4"	"protein_coding"	"chromosome"	"LILRA4"	23547
"ENSG00000167613"	"chr19"	54370558	54370559	2	"-"	"ENSG00000167613"	"LAIR1"	"protein_coding"	"chromosome"	"LAIR1"	3903
"ENSG00000167614"	"chr19"	54415218	54415219	2	"+"	"ENSG00000167614"	"TTYH1"	"protein_coding"	"chromosome"	"TTYH1"	57348
"ENSG00000167615"	"chr19"	54448886	54448887	2	"+"	"ENSG00000167615"	"LENG8"	"protein_coding"	"chromosome"	"LENG8"	114823
"ENSG00000275183"	"chr19"	54463711	54463712	2	"-"	"ENSG00000275183"	"LENG9"	"protein_coding"	"chromosome"	"LENG9"	94059
"ENSG00000167617"	"chr19"	54473264	54473265	2	"-"	"ENSG00000167617"	"CDC42EP5"	"protein_coding"	"chromosome"	"CDC42EP5"	148170
"ENSG00000167618"	"chr19"	54497878	54497879	2	"+"	"ENSG00000167618"	"LAIR2"	"protein_coding"	"chromosome"	"LAIR2"	3904
"ENSG00000104970"	"chr19"	54532691	54532692	2	"+"	"ENSG00000104970"	"KIR3DX1"	"protein_coding"	"chromosome"	"KIR3DX1"	.
"ENSG00000239998"	"chr19"	54572919	54572920	2	"+"	"ENSG00000239998"	"LILRA2"	"protein_coding"	"chromosome"	"LILRA2"	11027
"ENSG00000104974"	"chr19"	54573878	54573879	2	"+"	"ENSG00000104974"	"LILRA1"	"protein_coding"	"chromosome"	"LILRA1"	11024
"ENSG00000104972"	"chr19"	54617157	54617158	2	"+"	"ENSG00000104972"	"LILRB1"	"protein_coding"	"chromosome"	"LILRB1"	10859
"ENSG00000186818"	"chr19"	54643888	54643889	2	"+"	"ENSG00000186818"	"LILRB4"	"protein_coding"	"chromosome"	"LILRB4"	11006
"ENSG00000242019"	"chr19"	54724478	54724479	2	"+"	"ENSG00000242019"	"KIR3DL3"	"protein_coding"	"chromosome"	"KIR3DL3"	115653
"ENSG00000243772"	"chr19"	54738514	54738515	2	"+"	"ENSG00000243772"	"KIR2DL3"	"protein_coding"	"chromosome"	"KIR2DL3"	3804
"ENSG00000125498"	"chr19"	54769810	54769811	2	"+"	"ENSG00000125498"	"KIR2DL1"	"protein_coding"	"chromosome"	"KIR2DL1"	c(105379645, 3803, 3802)
"ENSG00000189013"	"chr19"	54803534	54803535	2	"+"	"ENSG00000189013"	"KIR2DL4"	"protein_coding"	"chromosome"	"KIR2DL4"	3805
"ENSG00000167633"	"chr19"	54816467	54816468	2	"+"	"ENSG00000167633"	"KIR3DL1"	"protein_coding"	"chromosome"	"KIR3DL1"	c(3813, 3811)
"ENSG00000240403"	"chr19"	54850442	54850443	2	"+"	"ENSG00000240403"	"KIR3DL2"	"protein_coding"	"chromosome"	"KIR3DL2"	3812
"ENSG00000186431"	"chr19"	54874247	54874248	2	"+"	"ENSG00000186431"	"FCAR"	"protein_coding"	"chromosome"	"FCAR"	2204
"ENSG00000189430"	"chr19"	54906149	54906150	2	"+"	"ENSG00000189430"	"NCR1"	"protein_coding"	"chromosome"	"NCR1"	9437
"ENSG00000167634"	"chr19"	54966312	54966313	2	"-"	"ENSG00000167634"	"NLRP7"	"protein_coding"	"chromosome"	"NLRP7"	199713
"ENSG00000022556"	"chr19"	54953129	54953130	2	"+"	"ENSG00000022556"	"NLRP2"	"protein_coding"	"chromosome"	"NLRP2"	55655
"ENSG00000088053"	"chr19"	55038264	55038265	2	"-"	"ENSG00000088053"	"GP6"	"protein_coding"	"chromosome"	"GP6"	51206
"ENSG00000160439"	"chr19"	55071291	55071292	2	"-"	"ENSG00000160439"	"RDH13"	"protein_coding"	"chromosome"	"RDH13"	112724
"ENSG00000131037"	"chr19"	55072019	55072020	2	"+"	"ENSG00000131037"	"EPS8L1"	"protein_coding"	"chromosome"	"EPS8L1"	54869
"ENSG00000125503"	"chr19"	55117559	55117560	2	"-"	"ENSG00000125503"	"PPP1R12C"	"protein_coding"	"chromosome"	"PPP1R12C"	54776
"ENSG00000105048"	"chr19"	55149354	55149355	2	"-"	"ENSG00000105048"	"TNNT1"	"protein_coding"	"chromosome"	"TNNT1"	7138
"ENSG00000129991"	"chr19"	55157773	55157774	2	"-"	"ENSG00000129991"	"TNNI3"	"protein_coding"	"chromosome"	"TNNI3"	7137
"ENSG00000267110"	"chr19"	55160671	55160672	2	"-"	"ENSG00000267110"	"CTD-2587H24.4"	"protein_coding"	"chromosome"	"CTD-2587H24.4"	.
"ENSG00000167646"	"chr19"	55166722	55166723	2	"-"	"ENSG00000167646"	"DNAAF3"	"protein_coding"	"chromosome"	"DNAAF3"	352909
"ENSG00000129990"	"chr19"	55180441	55180442	2	"-"	"ENSG00000129990"	"SYT5"	"protein_coding"	"chromosome"	"SYT5"	6861
"ENSG00000080031"	"chr19"	55209506	55209507	2	"-"	"ENSG00000080031"	"PTPRH"	"protein_coding"	"chromosome"	"PTPRH"	5794
"ENSG00000180089"	"chr19"	55229264	55229265	2	"-"	"ENSG00000180089"	"TMEM86B"	"protein_coding"	"chromosome"	"TMEM86B"	255043
"ENSG00000105063"	"chr19"	55258995	55258996	2	"-"	"ENSG00000105063"	"PPP6R1"	"protein_coding"	"chromosome"	"PPP6R1"	22870
"ENSG00000133265"	"chr19"	55280381	55280382	2	"-"	"ENSG00000133265"	"HSPBP1"	"protein_coding"	"chromosome"	"HSPBP1"	23640
"ENSG00000160469"	"chr19"	55282071	55282072	2	"+"	"ENSG00000160469"	"BRSK1"	"protein_coding"	"chromosome"	"BRSK1"	84446
"ENSG00000180061"	"chr19"	55334048	55334049	2	"-"	"ENSG00000180061"	"TMEM150B"	"protein_coding"	"chromosome"	"TMEM150B"	284417
"ENSG00000133247"	"chr19"	55339852	55339853	2	"+"	"ENSG00000133247"	"KMT5C"	"protein_coding"	"chromosome"	"KMT5C"	84787
"ENSG00000160471"	"chr19"	55354814	55354815	2	"-"	"ENSG00000160471"	"COX6B2"	"protein_coding"	"chromosome"	"COX6B2"	125965
"ENSG00000267706"	"chr19"	55359516	55359517	2	"-"	"ENSG00000267706"	"CTD-2105E13.6"	"protein_coding"	"chromosome"	"CTD-2105E13.6"	.
"ENSG00000180043"	"chr19"	55363260	55363261	2	"-"	"ENSG00000180043"	"FAM71E2"	"protein_coding"	"chromosome"	"FAM71E2"	284418
"ENSG00000095752"	"chr19"	55370463	55370464	2	"-"	"ENSG00000095752"	"IL11"	"protein_coding"	"chromosome"	"IL11"	3589
"ENSG00000160472"	"chr19"	55376835	55376836	2	"+"	"ENSG00000160472"	"TMEM190"	"protein_coding"	"chromosome"	"TMEM190"	147744
"ENSG00000233493"	"chr19"	55384598	55384599	2	"-"	"ENSG00000233493"	"TMEM238"	"protein_coding"	"chromosome"	"TMEM238"	388564
"ENSG00000108107"	"chr19"	55385344	55385345	2	"+"	"ENSG00000108107"	"RPL28"	"protein_coding"	"chromosome"	"RPL28"	c(102465483, 6158)
"ENSG00000108106"	"chr19"	55407777	55407778	2	"-"	"ENSG00000108106"	"UBE2S"	"protein_coding"	"chromosome"	"UBE2S"	27338
"ENSG00000187902"	"chr19"	55442863	55442864	2	"-"	"ENSG00000187902"	"SHISA7"	"protein_coding"	"chromosome"	"SHISA7"	729956
"ENSG00000063241"	"chr19"	55462343	55462344	2	"-"	"ENSG00000063241"	"ISOC2"	"protein_coding"	"chromosome"	"ISOC2"	79763
"ENSG00000283567"	"chr19"	55464707	55464708	2	"-"	"ENSG00000283567"	"CTD-2537I9.19"	"protein_coding"	"chromosome"	"CTD-2537I9.19"	.
"ENSG00000197483"	"chr19"	55476331	55476332	2	"+"	"ENSG00000197483"	"ZNF628"	"protein_coding"	"chromosome"	"ZNF628"	89887
"ENSG00000090971"	"chr19"	55485003	55485004	2	"+"	"ENSG00000090971"	"NAT14"	"protein_coding"	"chromosome"	"NAT14"	57106
"ENSG00000179954"	"chr19"	55488403	55488404	2	"+"	"ENSG00000179954"	"SSC5D"	"protein_coding"	"chromosome"	"SSC5D"	284297
"ENSG00000187550"	"chr19"	55537089	55537090	2	"-"	"ENSG00000187550"	"SBK2"	"protein_coding"	"chromosome"	"SBK2"	646643
"ENSG00000231274"	"chr19"	55545543	55545544	2	"-"	"ENSG00000231274"	"SBK3"	"protein_coding"	"chromosome"	"SBK3"	100130827
"ENSG00000218891"	"chr19"	55580845	55580846	2	"-"	"ENSG00000218891"	"ZNF579"	"protein_coding"	"chromosome"	"ZNF579"	163033
"ENSG00000179943"	"chr19"	55601970	55601971	2	"-"	"ENSG00000179943"	"FIZ1"	"protein_coding"	"chromosome"	"FIZ1"	84922
"ENSG00000171443"	"chr19"	55600021	55600022	2	"+"	"ENSG00000171443"	"ZNF524"	"protein_coding"	"chromosome"	"ZNF524"	147807
"ENSG00000261221"	"chr19"	55605404	55605405	2	"+"	"ENSG00000261221"	"ZNF865"	"protein_coding"	"chromosome"	"ZNF865"	100507290
"ENSG00000179922"	"chr19"	55624601	55624602	2	"-"	"ENSG00000179922"	"ZNF784"	"protein_coding"	"chromosome"	"ZNF784"	147808
"ENSG00000213015"	"chr19"	55635015	55635016	2	"+"	"ENSG00000213015"	"ZNF580"	"protein_coding"	"chromosome"	"ZNF580"	51157
"ENSG00000171425"	"chr19"	55635458	55635459	2	"+"	"ENSG00000171425"	"ZNF581"	"protein_coding"	"chromosome"	"ZNF581"	51545
"ENSG00000173581"	"chr19"	55641061	55641062	2	"+"	"ENSG00000173581"	"CCDC106"	"protein_coding"	"chromosome"	"CCDC106"	29903
"ENSG00000063244"	"chr19"	55654145	55654146	2	"+"	"ENSG00000063244"	"U2AF2"	"protein_coding"	"chromosome"	"U2AF2"	11338
"ENSG00000063245"	"chr19"	55675225	55675226	2	"+"	"ENSG00000063245"	"EPN1"	"protein_coding"	"chromosome"	"EPN1"	29924
"ENSG00000185792"	"chr19"	55738402	55738403	2	"-"	"ENSG00000185792"	"NLRP9"	"protein_coding"	"chromosome"	"NLRP9"	338321
"ENSG00000223638"	"chr19"	55759013	55759014	2	"+"	"ENSG00000223638"	"RFPL4A"	"protein_coding"	"chromosome"	"RFPL4A"	342931
